schoolsup_yes,famsup_yes,activities_no,higher_yes,internet_no,romantic_no,romantic_yes,internet_yes,higher_no,nursery_yes,nursery_no,activities_yes,paid_yes,paid_no,famsup_no,schoolsup_no,guardian_other,freetime,Walc,G3
-1.390976831505027,2.7199479401668496,0.8565099516017023,-1.5859843080344243,1.7172628176559506,-0.1955901927597456,0.3004149185531857,0.5579600944849095,2.4517207762332216,1.5871089100085023,-0.6272286585421549,-1.9050412073850438,-2.0695677577271185,-0.6537503428016888,0.33319473835250724,-1.9888899496787853,-1.0307763977796887,0.3398817817325937,-0.5436203352264197,0.100656967902276
0.4301898853604614,-0.9613553998267084,0.20715246037924495,-0.06386906730439768,0.3735433252131867,-0.8814085901134193,-0.920398716698481,-1.1682695211669316,-0.34987686467624673,1.0490838001593454,-0.13303208206419365,-1.4132377971199035,0.32432630673138524,0.626664109097746,-0.4233251708071065,0.10646930773838911,-0.19360647311449472,-0.136538896634168,0.6103707225643228,-0.756956212790139
0.27686334521409606,1.1112558953775944,-0.846779318949438,0.21547578651689564,-0.3815619190036876,-1.8787276985608232,0.4944733736947771,0.4269433768040061,-1.2736415807154906,1.3416167616453742,-0.8597494084165357,0.07908585696625287,-0.8863217370874852,0.09457810752150692,0.9254207245795841,0.1563726022140931,-1.398704702369034,0.19867950530446712,-1.0838190193808268,0.7472401203240502
-0.5826979575800785,0.07868311158313428,0.7452310754106984,1.6159009008844112,-0.21459391561535396,-0.8482830568619919,1.1210423792698898,-1.1885940513814715,-0.3302132302466071,-1.4265603235645277,-0.8557666502395364,1.278307808066236,2.002188065064074,-1.5574868356101808,-0.42097226267223287,1.2888603386301234,-0.9072532533629778,0.5579946325853301,0.923910397898583,0.4599196203149464
-0.5860853096470766,0.459874353638993,-0.41915585760614693,0.62589754622685,-0.1015135892316481,-0.5250309879626901,-0.7611660635030416,-1.1242154785823673,0.04896174458997317,0.3084123225762458,-0.3039036486485212,0.3381930748071698,1.1574983109885402,0.5643028781695345,-0.3430565990843963,-2.1601538919301295,-0.5424076871906895,0.11542916869669832,-0.9472633182400624,0.5741287560545162
1.0545897514433886,0.17575184389202844,-0.3147405470860994,0.0724827079649363,-1.1194120652538273,-0.873548957387662,-0.7838962968871684,0.20378174840423954,0.7591623300728271,0.17203224767812247,0.5898064667731081,1.0093713243105573,-0.43739820353814024,-0.5311467747725827,0.6845028632908117,0.22493742757153246,1.4428550777805424,0.8794421484579514,-0.13670778609689763,-1.4643619866036528
0.06488697946722591,0.09119212768571072,-0.8026465208741222,0.7122921029690774,-0.45871732565220424,-0.8154182955906989,0.6843705028221201,1.7592899212595141,-1.3842398421170599,0.45408244917017615,0.17079947694292472,1.002356944082319,-0.29914431510291123,-0.33882285489726366,-0.4817555349559623,-0.2280145165251551,0.39643466260680055,0.3636310196596192,-2.2594547643407816,0.1264694233373121
-1.3733341653611812,4.005653691182684,1.43720541931635,-0.20514096302326265,0.36776875913331847,0.30230579161084054,1.2992384718606846,-1.0266596335216989,0.9640803607582222,1.0506120874530682,-0.11121538289918621,-0.5876792757545881,-0.9953490252120704,0.007940832023580351,-0.9361397512502863,-2.7253477917441535,-0.6802007417471525,1.1072119831560994,-0.6095149320970105,0.669693527647496
0.34755016805902905,1.5470463162540014,0.474319209145685,1.9699739476726144,-2.4108116366423005,0.6065901171821044,-1.3845335159254022,0.2107064298794026,-0.17331201388646894,1.1821870302282753,0.7935646828045989,1.2080871215305917,-0.8527101863374136,-0.5700380642114308,-2.20644801161423,-0.18241123382756202,0.7523972962418808,2.060485463045566,-1.648981150721337,0.2689154227427916
1.713916663411507,0.044749290124455395,1.0126076691394068,1.1345931216723786,-0.25877558094055,-1.4278941178042626,0.8116489458546982,0.14045047799054647,0.2711772334219622,0.6841330063179238,0.560604553799146,0.2632921516071656,0.37314623827056126,0.28201944438954035,0.03915411826204526,0.27421341711518793,1.1045014870652268,0.4451496554165316,-1.5307087626130935,0.14831225677149462
