famsup_no,paid_no,famsup_yes,higher_yes,higher_no,internet_no,internet_yes,romantic_yes,romantic_no,nursery_yes,nursery_no,activities_yes,activities_no,paid_yes,schoolsup_yes,schoolsup_no,guardian_other,Walc,health,G3
-0.991264875003564,0.8525933066389275,-0.03253611382479736,-1.1392378987697604,-1.225045060805675,-0.8593978853612813,0.4056952709176115,-0.6031287087940552,2.0551960029357406,1.855265338748029,0.5211214797610138,-1.7512914357060954,-1.2378157428268235,-2.0969348107457324,0.3331935292970877,-0.33735612621511574,0.33695341110687094,0.2541016476377396,0.6027412945715072,0.24597095355552728
0.3176818736495005,2.1757121730044395,0.1572197530059546,0.4692276126744619,-0.13911842399733687,-0.7052169128727122,-0.6250691223072098,-0.36399312621369323,0.42898654477466447,0.8874348740621794,-0.7961418600555343,-0.8790937108500466,-0.017871852770083047,-0.10614130348849506,0.21522178604373662,0.22468146389382287,1.0416815010646068,-0.5624148468406511,0.8056859830889451,-0.4035328100845289
-0.12238286603389006,-0.19898712093147036,-0.9303722864877967,0.23432951940232125,0.737316760986183,-0.9892394337282332,-0.7620369840295371,0.5942154603189628,0.9324231250094065,-1.7339241916607433,0.02101294960833361,0.4587539811102046,0.16654687017746167,-0.5770581994944671,-1.6871938023387503,1.1450697475269127,-1.9817561405035116,0.1597979592601121,0.11609157493359237,1.663216544055988
-1.0333760129683736,0.021713931894188583,-0.6539409300637191,0.5531334580964637,-0.47999912374230436,0.6989340344046749,-1.6982705808741443,0.0477711717347699,-0.33731329093981294,0.8400615323287399,-1.4685802764728992,0.9165696045153046,-0.3539707857360579,0.7155392769140577,-1.0928191170959458,0.9901532947989814,-0.7154568582218165,0.936818025449554,-0.4855242774557246,-0.047816986194649136
-1.1755853275492234,0.10822643355923867,-0.27537035845934194,0.2262685436639114,-0.2250608268502055,-0.31864271639663416,-1.2632492825390813,-0.7164827437679739,-1.3582748632869937,1.0671464791333198,-1.5531134062231715,0.04759973472168842,1.0681911383559766,0.9899929065490343,-0.4259235852268909,-1.7969764714755128,1.1445754393398828,0.17035249493336252,1.5419812595373337,0.7039876496576754
0.7488962357393186,-0.593174127770705,-0.5224114173539647,0.21252408430055728,0.29465011026193005,0.08073049360171529,1.4108923062710566,-1.8974417328651998,-0.34298980706699345,-2.2730478662040605,-0.32924148029694267,1.3213840983536096,0.020976336626012726,0.34737590386134903,1.5524722533693023,-0.30993181102675965,0.35509069160052936,1.4024134119430867,0.013019392805043219,1.1245458438102847
1.548994344714676,-0.04762829844272455,-0.4049645390905014,-0.07093329592521687,-0.36020921077825446,-0.027843601482461747,-0.7411804550010719,0.04929491979797731,0.20671656345377806,-1.0053124111320972,1.9259730275755882,-0.30491008953323195,1.2202149503038298,0.6223547538309941,0.42966419742981704,0.08956326659659423,-1.1514804363679614,0.6415394830280147,0.5321935649031319,0.39191599332385946
-0.8739410471417182,0.8927940411705915,1.1631370274192896,-0.8545602274379801,-1.2620785827284882,-0.008291015474540905,0.5826104635080328,1.340785006370278,1.8245083821701291,2.31920983310236,-1.0649053451982193,-1.7003930014099888,-0.4721829898849641,-1.580606877745303,0.12225844059695207,-1.376649508307666,-0.02348084709535031,1.3385153910591099,1.0522863152343787,0.10851914648110467
0.44152160902703763,-0.33072529915508636,-0.05359907339914194,0.5035613094085053,-1.224710181614026,0.01056968196753684,1.0064025241367174,0.04784989523492111,0.6541047605812529,-0.2574572732433731,-0.25244730404095456,1.303195348292361,0.6185409119588752,0.2880405570756436,1.5483736495227851,-0.40574719405033727,-0.6938966063335794,1.7399276383329672,0.7764415353700564,0.7557798202188339
1.7293452807049845,-0.28336206161430794,-1.3977566827069519,1.9960724176346665,-0.5236373576671999,0.05156313703896455,-1.3361011255798108,-1.6601907052603972,-0.7579120807784904,-0.21665717429646444,-0.3245988443745337,1.3809807297129006,0.5490231916555153,0.6703208482868755,0.40752502517040473,-0.6851093915349974,0.6711149760135491,0.3109621593682875,0.09573518747168511,1.2040133970329938
-0.05756655861954532,-0.15013771049459826,-1.0577123022028223,-0.11264483867557805,0.19709946815513418,-0.16764123483581106,0.49231861094089785,0.7132951141897859,0.2014631479499733,-2.48005133789579,-1.451042026287724,0.49669573793360655,-1.604879421735843,0.45320599502502806,0.19172081272693742,-0.5193066233184153,-0.28315866711692467,-0.09302478879502989,0.3682518038158098,1.2886683337287597
0.6380563949096894,0.14633891801161508,0.7145250722133362,-0.5168841941996857,0.019869588598627017,-0.33633327519516826,1.4898522404475,-1.2817533552376472,-0.9421814691972822,0.6458777288869508,-0.9449793000228808,-1.3762788435895195,-0.946342958012572,0.4564574864705359,-0.09210719036855561,-0.5701083002721384,1.1750376869073322,0.625053511952191,0.7806250505188126,0.24659911813654878
0.8969710827090847,-0.27776030769491006,0.08734594204129818,0.4168749582018708,-0.1568062532297822,-0.04856954755721314,-0.9224907147248407,0.3786925401146485,-0.7136503301779146,-0.614280133901038,-0.3879503419917622,1.2720675951513976,0.7578962386527471,-0.11575952157030392,-0.6871025175059104,-0.8606713646416897,0.8367742205893571,-0.045080494654649375,0.032370698632303574,0.8544508020558141
1.2597598694221717,0.5727340443385709,-0.22047374966609956,0.6894372211428367,-0.43958585975931436,-0.11171737841557731,-0.6700858976647133,-0.21553012387748874,-0.04848891532709895,-1.6608578300943933,-0.35660344733707006,1.6777903207188405,0.4712733717950658,-0.08747720639771642,1.1134484987919584,-0.33903054724089554,1.0418343948989284,0.35893828899446656,0.1696383814383932,1.463525516941953
0.5681171436894032,0.837024461252469,-0.43070843552424054,1.7501537030852807,-0.044202500056818514,2.0023726612921444,-0.5995958204400241,-0.4493306993613342,-0.07247090384251642,2.6240470642697336,0.33614788714890387,0.3623565348133656,0.309944752905552,0.8555747471591612,0.07655998613186152,0.631803387421981,0.7572000658416426,-0.44600629013353815,0.16562506119213918,-0.7022619748992508
0.9148438564014327,0.15520986143560572,0.1611733297467029,0.6485507573695021,-0.6277011128030661,0.1778014682352369,-0.7817156737855746,0.7053552129994365,0.010792119854671317,0.003387934278753533,-0.9589356314020954,-0.9371827016707286,0.15548067939749738,0.04162344518529913,-0.616013260747402,0.3186052290218226,0.49556597608506014,1.1680155600629685,0.5123055072746416,0.573487528543839
-0.6370421972143593,-0.5488406956623342,-0.6996399663706895,-0.9360370462655997,-0.20725837620768794,0.005181810859371319,1.2741875379770495,0.572044115542905,0.3012482810680848,-1.1542443011072971,-1.496199431211147,0.08507433253087136,-1.043873015670371,1.3982532061082895,-0.021508026460377888,-0.14573453516734036,0.8995937133555262,0.9922747399544577,0.2966054420986808,0.8185674120262048
0.3549803866012341,0.06016084278722979,0.6184356155041645,0.3084632597073187,-0.11841509604401762,0.7571167230212336,0.6996561176334505,-0.3891881829674504,-1.2573705082173936,0.05627599116975546,-1.1171220737181817,-1.6678499178722763,-1.9346638155017515,-0.17896031211812063,-0.18501512839197615,-1.368151494360061,0.9441358531757535,0.9282608047531832,0.504870470895776,0.8698838589294279
0.013101194702196145,1.0338192787354334,1.9148560681689877,-1.0661858282365921,-0.19481564869005058,0.6869825409568118,0.23311997186066924,0.08903165539229355,0.08579895860804736,-1.025788519073505,0.20316475609302895,-0.021814153038195574,-0.5848270143473072,0.5726119307002544,-0.23678369763065016,0.276130755658682,0.2925533238884668,-0.9656823786586365,0.04920590242899414,0.5779692138823632
